Participant-ID;age;gender;ef1;ef2;ef3;ef4;ef5;ef6;ef7;ef8;ef9;ef10;ef11;ef12
419;33;männlich;4;3;2;4;2;3;3;5;4;4;4;4
420;24;weiblich;3;3;3;3;1;3;5;3;5;3;3;5
421;20;weiblich;4;4;1;2;1;5;3;3;2;1;1;4
422;21;weiblich;2;3;2;3;4;2;3;4;3;3;4;4
423;27;männlich;3;5;5;5;3;3;3;3;4;4;1;3
424;40;männlich;4;4;5;3;2;4;4;4;3;5;5;4
425;19;männlich;4;4;4;4;2;5;1;5;2;4;4;4
426;23;weiblich;1;3;3;1;5;1;3;1;1;1;1;3
427;35;weiblich;3;3;4;3;2;3;2;3;2;4;4;2
428;44;männlich;2;4;2;3;2;1;2;3;2;3;3;5
429;21;männlich;3;3;2;2;3;4;4;3;3;3;2;2
430;35;männlich;2;3;2;4;4;4;5;4;4;5;3;5
431;44;männlich;5;5;5;5;3;5;3;5;1;5;5;5
432;33;männlich;4;3;5;4;2;4;3;4;4;4;4;4
433;23;weiblich;4;3;5;4;5;3;1;4;3;4;4;5
434;20;männlich;3;4;4;4;4;3;3;3;3;4;3;3
435;36;weiblich;2;2;2;3;3;2;2;3;4;3;2;4
436;24;weiblich;3;2;5;4;3;4;4;4;4;5;4;4
437;21;weiblich;5;3;3;3;5;4;3;3;4;2;4;4
438;18;weiblich;4;3;3;2;2;2;1;3;3;4;3;3
439;25;männlich;4;4;2;4;3;4;4;5;5;2;2;5
440;25;weiblich;3;3;3;4;1;3;2;4;3;4;4;3
441;22;weiblich;4;4;3;2;2;2;2;4;2;2;3;4
442;39;männlich;5;5;5;5;2;5;1;5;3;5;5;5
443;18;weiblich;2;2;4;5;4;4;3;4;3;4;5;4
444;21;weiblich;4;4;2;4;5;4;3;4;5;1;4;5
445;17;weiblich;3;3;3;3;3;4;2;3;2;3;3;4
446;21;weiblich;3;2;4;3;4;2;4;2;3;3;2;3
447;28;männlich;4;4;3;4;3;5;2;3;4;2;2;5
448;20;weiblich;4;3;4;3;4;3;3;3;3;1;3;3
449;18;weiblich;4;4;3;3;3;4;3;3;2;4;3;5
450;25;weiblich;4;4;4;4;3;5;2;4;5;2;3;5
451;22;männlich;3;1;1;4;3;3;3;3;2;1;2;3
452;24;weiblich;3;3;5;3;5;3;5;3;1;5;5;5
453;33;männlich;3;3;3;5;5;5;5;5;3;5;5;5
454;21;weiblich;4;4;3;4;2;3;5;5;5;3;5;4
455;35;männlich;3;3;4;4;4;4;3;4;4;2;4;4
456;24;weiblich;2;1;2;2;3;2;2;3;2;1;1;2
457;21;weiblich;1;2;3;4;4;2;2;3;4;4;3;3
458;53;männlich;4;3;4;3;1;2;4;3;2;4;1;4
459;27;weiblich;3;3;3;3;4;3;2;4;4;2;3;4
460;51;weiblich;4;1;1;4;2;4;3;4;5;1;4;4
461;32;männlich;3;3;2;4;3;4;3;2;4;2;4;4
462;45;männlich;3;3;4;3;3;2;4;3;3;3;3;2
463;20;weiblich;3;3;4;3;4;3;3;3;3;2;3;2
464;19;weiblich;3;3;3;3;2;3;2;3;3;2;2;3
465;22;weiblich;5;3;3;4;4;4;2;4;3;4;3;4
466;39;männlich;4;4;4;5;2;3;1;4;3;2;3;4
467;25;weiblich;4;2;2;4;2;3;3;3;3;3;3;4
468;17;weiblich;3;3;2;3;3;3;3;3;3;3;3;3
469;20;weiblich;3;1;2;4;2;4;3;4;3;2;1;4
470;47;männlich;4;2;4;3;3;4;1;4;2;4;4;4
471;54;männlich;3;3;3;3;4;3;2;3;3;2;2;3
472;40;weiblich;4;4;4;5;2;4;4;4;4;4;4;3
473;51;weiblich;2;2;3;3;4;3;3;1;3;1;1;4
474;24;männlich;3;2;4;4;3;5;4;4;4;3;1;4
475;28;männlich;3;3;4;3;3;3;2;3;3;3;3;4
476;24;weiblich;2;3;2;3;3;3;4;3;4;3;3;2
477;23;männlich;1;2;3;3;4;4;4;2;4;3;2;1
478;21;weiblich;3;3;3;5;3;3;5;3;1;1;1;1
479;19;weiblich;3;1;1;3;3;1;5;3;3;3;1;5
480;23;männlich;3;3;3;3;2;2;3;3;2;3;3;2
481;22;weiblich;2;3;3;3;3;4;3;4;2;3;3;4
482;23;weiblich;2;3;2;4;4;4;3;4;4;4;4;5
483;25;weiblich;4;3;4;4;2;4;4;4;2;3;4;4
484;54;männlich;4;4;4;4;3;4;2;4;4;4;4;4
485;17;weiblich;3;1;2;2;4;3;2;2;2;2;1;2
486;39;männlich;4;4;2;4;5;4;5;4;4;1;1;4
487;27;weiblich;4;4;3;4;2;3;3;3;3;2;2;4
488;55;weiblich;3;3;3;4;2;3;3;3;2;3;3;3
489;31;männlich;4;1;3;1;3;1;4;4;2;3;2;3
490;27;weiblich;2;4;4;4;2;2;4;4;4;2;4;4
491;45;männlich;4;4;4;4;3;4;3;4;3;4;4;4
492;29;männlich;4;4;4;4;2;4;4;4;4;4;4;4
493;44;weiblich;3;3;3;3;3;3;3;3;3;3;3;3
494;31;männlich;3;3;3;3;5;3;3;3;3;3;3;3
495;23;weiblich;4;3;3;4;3;4;2;3;3;1;1;4
496;47;weiblich;3;3;2;5;2;5;4;5;5;1;3;5
497;24;weiblich;2;2;2;2;2;3;3;2;3;1;2;3
498;25;männlich;3;4;4;4;2;4;4;3;2;3;3;4
499;19;männlich;4;1;3;3;2;4;3;4;3;2;3;4
500;52;weiblich;5;3;3;3;3;5;3;3;5;3;3;3
501;28;männlich;3;3;4;4;2;4;2;2;4;3;2;4
502;50;männlich;4;3;4;4;3;4;4;3;3;3;3;4
503;24;männlich;3;3;4;4;2;4;2;4;4;2;4;3
504;27;männlich;4;2;4;3;2;4;3;4;3;4;4;3
505;53;männlich;3;3;3;3;3;3;3;3;3;3;3;3
506;50;weiblich;4;5;1;4;4;4;3;4;4;1;3;4
507;24;weiblich;4;3;4;3;3;4;3;1;3;1;1;4
508;37;weiblich;2;3;3;4;2;4;3;4;3;2;4;4
509;21;weiblich;3;1;1;3;3;3;5;4;3;1;1;4
510;29;männlich;4;4;5;3;3;4;4;3;3;2;3;3
511;27;männlich;2;2;2;2;4;4;3;3;5;3;3;5
512;20;weiblich;2;1;4;2;3;2;2;3;3;2;4;4
513;25;männlich;3;3;3;3;3;3;3;3;3;3;3;3
514;24;weiblich;5;4;4;3;4;3;2;4;4;3;3;5
515;25;weiblich;4;3;2;4;2;5;2;4;4;1;3;5
516;22;weiblich;3;4;4;2;2;4;3;3;3;2;4;3
517;34;weiblich;4;4;4;4;2;3;2;4;3;2;4;3
518;24;männlich;3;2;4;3;4;3;3;3;4;4;3;3
519;19;männlich;3;3;4;4;3;5;2;4;4;2;3;4
520;25;weiblich;3;4;3;5;2;5;3;4;4;5;1;3
521;28;weiblich;4;1;2;4;2;4;3;4;3;1;3;3
522;22;männlich;1;1;1;1;2;2;5;1;2;2;2;2
523;50;männlich;5;1;1;3;5;5;3;5;3;1;1;4
524;21;weiblich;2;1;2;2;4;4;3;4;4;2;2;4
525;25;weiblich;4;1;3;2;3;4;2;3;3;2;3;4
526;25;männlich;2;4;3;2;2;2;4;2;3;2;3;2
527;32;männlich;5;2;3;4;2;5;2;3;4;3;3;5
528;24;männlich;4;3;4;4;4;4;2;4;4;4;4;4
529;21;weiblich;3;3;3;3;3;3;2;4;3;4;3;3
530;24;weiblich;2;1;2;2;4;4;4;3;4;4;3;4
531;30;männlich;4;4;4;4;4;4;3;4;3;4;4;4
532;24;weiblich;2;2;3;4;2;4;4;4;4;2;4;4
533;50;männlich;3;1;1;3;3;5;5;5;5;1;1;5
534;24;weiblich;2;3;2;2;2;4;4;2;3;2;3;3
535;20;weiblich;2;2;2;3;2;3;3;3;4;2;3;3
536;19;weiblich;1;1;3;2;1;1;1;1;1;5;3;2
537;19;weiblich;2;4;4;4;3;2;2;4;2;4;5;2
538;29;weiblich;3;3;4;4;3;5;2;3;3;2;3;2
539;27;weiblich;4;2;3;4;1;4;2;4;3;1;1;2
540;23;weiblich;2;3;2;1;3;3;3;2;3;3;3;3
541;28;männlich;4;3;3;4;3;3;4;4;5;2;3;5
542;61;männlich;5;5;5;5;1;5;3;5;3;1;3;5
543;29;weiblich;4;2;4;3;3;4;3;4;3;4;4;3
544;33;weiblich;4;3;3;4;2;4;4;4;4;1;4;4
545;63;weiblich;2;3;3;4;2;3;4;3;2;2;3;3
546;22;weiblich;2;3;2;2;2;3;4;2;4;3;4;3
547;36;weiblich;5;5;5;5;1;5;3;3;3;1;3;5
548;43;männlich;5;3;3;5;1;5;3;5;1;3;3;5
549;28;weiblich;3;4;3;5;2;5;1;3;2;3;3;5
550;30;männlich;3;3;3;3;3;3;3;3;3;3;3;3
551;24;weiblich;3;3;4;4;4;3;3;4;3;4;4;4
552;48;weiblich;4;1;1;3;2;1;2;5;1;1;1;4
553;24;männlich;5;4;4;5;1;5;1;4;4;2;2;5
554;20;weiblich;2;3;3;3;2;3;3;4;4;3;4;2
555;56;weiblich;3;3;3;3;3;3;3;3;1;3;1;3
556;21;weiblich;2;3;1;4;1;2;5;2;4;5;5;3
557;45;männlich;3;1;5;5;1;5;3;5;3;1;1;5
558;21;weiblich;3;3;2;3;3;3;3;3;3;2;3;3
559;35;weiblich;5;1;3;3;5;3;3;5;3;1;3;5
560;42;männlich;3;3;3;3;3;3;3;3;3;3;3;3
561;35;weiblich;1;2;4;3;1;3;2;4;2;1;1;4
562;43;weiblich;4;2;2;3;3;4;4;4;3;1;3;2
563;58;männlich;5;1;1;4;3;4;4;5;4;4;4;4
564;38;weiblich;5;1;1;3;5;4;3;3;3;3;3;1
565;21;männlich;4;3;2;3;2;4;2;3;1;4;4;4
566;26;weiblich;1;1;1;1;5;1;5;5;1;5;5;1
567;39;weiblich;3;3;3;3;3;3;3;3;3;3;3;3
568;31;weiblich;4;3;3;4;3;4;4;3;3;2;1;4
569;22;weiblich;5;3;3;5;5;3;1;5;3;3;5;3
570;24;männlich;3;3;4;3;3;2;4;3;4;4;3;2
571;35;männlich;4;4;3;4;2;3;2;4;3;2;4;3
572;20;weiblich;4;3;3;4;3;4;4;4;4;4;4;4
573;22;weiblich;2;1;2;1;1;2;4;2;2;1;2;3
574;18;weiblich;4;2;2;2;3;4;3;4;3;1;2;4
575;26;weiblich;2;3;2;3;3;2;2;4;4;1;1;3
576;24;weiblich;3;3;3;3;3;4;2;4;3;1;1;4
577;20;männlich;3;5;4;5;5;5;4;5;5;4;4;5
578;22;weiblich;4;1;3;3;2;1;3;3;3;3;3;3
579;28;männlich;3;1;1;3;3;4;2;3;4;1;1;4
580;46;weiblich;3;1;5;5;1;3;1;3;1;1;1;4
581;30;männlich;3;3;3;3;5;3;3;3;3;3;3;3
582;22;weiblich;3;2;2;3;3;4;3;3;3;2;2;4
583;61;männlich;4;3;4;4;2;4;3;5;3;4;4;3
584;23;weiblich;4;1;1;4;3;4;2;4;4;1;3;3
585;22;weiblich;3;2;2;5;4;5;2;4;3;3;3;5
586;69;männlich;3;3;3;1;5;3;3;3;3;3;3;3
587;22;weiblich;2;2;4;3;5;2;2;4;1;2;4;2
588;30;weiblich;5;5;5;5;3;5;5;5;5;5;5;5
589;20;weiblich;3;2;3;4;3;3;4;4;3;2;4;3
590;40;männlich;3;3;3;3;3;3;3;3;3;3;3;3
591;31;weiblich;4;4;3;2;3;3;2;4;3;4;5;4
592;21;weiblich;3;3;2;3;4;3;2;4;3;2;3;3
593;26;weiblich;5;4;1;5;4;5;2;5;5;1;1;5
594;21;weiblich;3;4;3;4;1;4;3;3;2;2;3;4
595;54;weiblich;4;3;2;2;2;5;3;4;2;2;3;5
596;22;weiblich;4;3;3;4;1;2;4;3;3;1;1;2
597;58;männlich;3;3;4;4;2;5;3;5;5;4;3;5
598;17;männlich;4;1;3;3;3;3;3;3;3;3;3;3
599;20;weiblich;4;2;5;1;5;3;2;4;2;2;4;3
600;21;weiblich;3;3;4;5;2;3;4;4;3;2;2;5
601;50;weiblich;3;1;2;3;5;3;5;5;5;1;1;3
602;65;weiblich;3;3;3;4;3;4;2;4;3;2;3;4
603;29;männlich;3;3;3;3;3;4;2;3;2;2;3;2
604;21;weiblich;4;2;3;4;4;4;3;3;3;3;4;4
605;34;weiblich;5;1;1;3;3;5;1;5;1;1;1;5
606;23;männlich;4;4;4;4;2;4;5;4;5;3;3;4
607;16;männlich;5;1;2;5;3;5;2;5;4;1;1;5
608;20;männlich;2;3;2;4;4;3;3;4;4;2;4;3
609;30;männlich;3;3;2;3;4;3;2;2;3;3;3;3
610;19;weiblich;3;1;1;5;5;3;2;5;3;1;1;4
611;21;männlich;3;3;4;2;3;2;2;2;2;4;4;2
612;50;weiblich;4;3;4;4;4;1;4;1;5;1;1;5
613;27;weiblich;2;1;4;1;2;2;4;3;1;2;4;1
614;22;weiblich;4;4;3;3;2;2;2;2;2;2;4;3
615;26;weiblich;3;3;3;3;3;3;3;2;3;3;3;2
616;21;weiblich;3;2;1;1;1;1;4;2;2;1;1;2
617;23;weiblich;1;3;3;5;1;5;1;5;5;3;3;5
618;36;männlich;5;4;4;4;1;4;4;3;4;4;2;3
619;22;weiblich;3;3;3;4;3;4;3;2;4;1;2;4
620;51;männlich;3;3;3;2;4;1;5;3;4;3;2;2
621;56;männlich;5;1;1;5;1;5;5;5;5;1;1;5
622;21;weiblich;2;5;4;3;3;2;4;2;4;4;2;2
623;51;weiblich;3;1;1;1;3;4;3;4;4;1;1;2
624;20;weiblich;3;3;3;3;1;3;3;3;3;4;2;3
625;20;männlich;3;3;3;3;3;4;4;3;4;3;3;4
626;19;weiblich;3;4;2;4;2;4;2;4;3;1;1;4
627;20;weiblich;5;3;5;3;5;3;2;3;3;5;5;5
628;26;weiblich;4;1;2;3;3;4;2;5;4;1;2;4
629;19;weiblich;4;1;2;2;3;3;2;3;4;4;3;3
630;24;weiblich;3;2;2;4;3;4;3;4;4;2;3;4
631;36;weiblich;2;5;3;5;1;3;3;3;4;1;3;4
632;20;weiblich;4;3;5;4;4;4;4;5;4;5;5;4
633;26;weiblich;4;3;3;4;4;4;4;4;4;3;4;4
634;29;weiblich;3;2;2;3;3;4;3;4;4;2;3;4
635;24;weiblich;2;2;2;3;2;4;3;3;3;2;3;3
636;21;weiblich;4;3;4;4;3;4;4;4;4;3;4;3
637;32;männlich;5;4;5;5;2;5;2;5;1;4;4;4
638;40;weiblich;3;3;1;1;1;1;1;1;5;3;5;1
639;24;weiblich;4;3;4;3;4;4;3;4;3;4;3;5
640;20;weiblich;4;2;4;4;4;4;3;4;3;2;4;4
641;24;weiblich;3;4;4;4;3;4;1;5;5;3;5;5
642;39;weiblich;5;1;4;3;4;3;3;1;2;2;1;3
643;21;weiblich;5;3;3;4;4;4;5;4;2;4;2;4
644;36;weiblich;3;3;3;3;3;3;3;3;3;3;3;3
645;20;männlich;2;3;4;4;3;3;4;3;4;4;3;3
646;22;männlich;1;1;1;1;3;1;5;2;1;4;1;5
647;20;weiblich;4;4;2;4;4;4;1;5;4;2;4;4
648;55;weiblich;3;3;3;3;3;3;3;3;3;3;3;3
649;20;weiblich;3;1;2;1;3;3;2;2;2;1;2;2
650;25;weiblich;1;1;1;3;5;1;3;1;1;1;1;3
651;23;männlich;4;3;3;4;3;4;3;3;4;4;3;4
652;28;weiblich;2;1;1;4;3;4;4;4;4;1;2;4
653;26;männlich;4;3;4;4;4;5;3;5;5;3;5;5
654;25;weiblich;4;1;2;3;3;4;3;4;4;3;3;4
655;23;weiblich;4;3;3;3;4;3;3;3;3;2;2;4
656;70;männlich;4;1;4;3;5;3;3;4;1;4;2;3
657;70;männlich;1;1;1;1;3;3;3;1;5;1;1;4
658;38;männlich;3;3;2;3;2;3;3;3;3;4;4;3
659;22;weiblich;3;2;3;3;2;2;4;5;2;2;2;2
660;39;weiblich;4;1;4;5;2;2;4;4;3;1;4;2
661;28;weiblich;5;5;5;5;2;4;3;4;4;4;4;3
662;24;weiblich;4;3;2;3;4;4;3;3;1;4;3;4
663;21;männlich;2;2;2;2;2;2;3;3;3;1;2;4
664;37;weiblich;3;4;1;4;2;4;4;4;4;1;4;4
665;22;weiblich;2;3;3;4;2;3;4;4;3;2;3;3
666;31;männlich;4;3;5;5;4;2;4;4;3;4;4;2
667;34;weiblich;5;3;3;5;1;3;3;1;3;1;1;3
668;20;weiblich;4;3;2;4;4;4;3;5;3;4;3;5
669;24;weiblich;5;5;5;5;1;3;1;5;1;1;5;3
670;65;männlich;3;1;3;3;2;3;3;3;4;1;1;5
671;21;weiblich;4;3;1;4;2;4;5;4;4;4;4;4
672;23;weiblich;4;4;4;5;4;3;5;5;5;2;3;4
673;19;weiblich;2;1;2;3;4;4;2;4;3;2;4;3
674;21;weiblich;3;3;3;4;2;4;3;3;3;3;3;4
675;35;männlich;4;4;4;4;2;4;4;4;4;4;4;4
676;45;weiblich;4;3;3;4;4;4;3;4;4;3;1;4
677;60;weiblich;3;2;3;4;3;3;3;4;4;2;2;4
678;25;weiblich;4;1;2;2;3;4;3;5;3;1;2;4
679;24;weiblich;2;3;2;4;2;2;4;5;4;1;1;4
680;28;weiblich;5;5;4;5;4;4;4;5;4;2;4;4
681;73;männlich;3;1;3;4;4;2;5;5;3;1;1;4
682;74;männlich;4;1;1;2;4;2;2;4;1;1;1;4
683;62;männlich;3;4;4;4;2;3;3;4;2;4;3;3
684;54;männlich;3;2;2;2;4;2;3;2;3;2;2;2
685;25;weiblich;3;2;3;2;2;4;3;4;3;2;4;4
686;28;männlich;3;3;2;4;2;2;3;4;4;2;2;2
687;23;weiblich;5;3;1;4;4;4;3;5;4;2;2;4
688;26;männlich;4;1;3;4;3;2;5;3;3;4;1;3
689;30;männlich;3;3;3;3;3;3;3;2;3;3;3;3
690;16;weiblich;2;3;3;3;3;3;3;3;3;3;3;3
691;22;männlich;3;4;1;1;3;2;2;4;4;1;2;4
692;27;weiblich;2;3;2;2;4;3;4;2;4;4;4;2
693;24;weiblich;4;4;4;4;4;4;2;4;4;4;4;4
694;22;weiblich;3;3;3;3;2;4;1;4;5;2;1;4
695;24;weiblich;4;2;4;3;5;4;4;5;4;3;3;5
696;39;männlich;3;3;3;4;4;4;3;5;5;1;1;4
697;59;weiblich;2;2;2;2;4;3;2;2;4;4;1;3
698;26;weiblich;2;3;3;2;4;4;3;3;3;3;3;4
699;21;weiblich;4;1;1;4;2;3;3;2;2;1;1;1
700;29;männlich;4;2;4;4;5;4;2;2;3;4;4;2
701;22;weiblich;5;5;4;4;1;2;3;5;4;5;5;2
702;27;männlich;5;5;5;5;1;3;3;5;4;5;5;4
703;32;weiblich;3;2;3;3;4;3;3;3;3;3;3;3
704;53;weiblich;3;1;2;3;3;4;3;3;3;2;2;5
705;51;männlich;3;2;2;3;5;1;5;1;5;1;1;1
706;26;weiblich;3;3;3;3;2;3;3;5;3;4;3;3
707;20;weiblich;3;2;2;2;3;2;3;4;3;4;3;2
708;22;weiblich;2;4;2;4;2;3;3;3;3;2;2;3
709;29;weiblich;4;2;2;4;5;4;4;5;5;1;4;4
710;41;weiblich;1;3;4;2;3;1;3;3;4;2;5;1
711;24;weiblich;3;3;3;3;3;3;3;3;3;3;3;3
712;21;weiblich;3;3;3;4;3;3;3;3;3;3;3;3
713;25;weiblich;2;3;1;3;3;3;2;1;3;1;1;3
714;30;männlich;5;2;5;2;4;2;4;2;4;2;2;2
715;27;weiblich;2;3;3;2;2;2;3;4;4;2;4;2
716;30;weiblich;3;3;3;5;3;3;5;1;1;1;5;1
717;25;weiblich;3;1;1;1;1;5;3;5;1;1;1;5
718;34;weiblich;2;2;2;1;1;2;3;2;2;2;2;2
719;17;männlich;4;4;2;4;2;4;3;3;2;4;1;4
720;20;männlich;4;4;3;3;3;4;3;3;3;1;3;3
721;75;männlich;3;3;3;3;3;4;4;3;3;2;2;3
722;74;männlich;4;4;4;4;2;4;5;4;2;4;4;4
723;82;männlich;3;3;3;3;3;3;3;3;3;3;3;3
724;49;weiblich;4;3;3;4;2;2;5;5;2;2;4;3
725;26;weiblich;4;3;4;4;4;4;4;4;4;4;4;3
726;23;weiblich;2;2;4;2;2;2;1;2;4;2;2;2
727;25;weiblich;3;1;1;1;4;4;4;4;4;1;1;4
728;24;weiblich;5;1;1;5;4;5;2;5;5;2;3;5
729;46;weiblich;3;1;2;2;4;2;4;2;2;2;2;2
730;57;männlich;3;1;1;3;5;3;5;5;3;1;5;5
731;60;weiblich;4;3;4;2;4;3;3;3;3;2;1;3
732;60;männlich;4;2;1;3;4;4;3;4;3;3;3;4
733;30;weiblich;1;1;1;1;5;1;1;1;1;1;1;1
734;45;weiblich;3;3;5;3;3;3;3;2;3;4;5;3
735;55;männlich;3;2;2;4;3;2;4;1;4;1;1;3
736;25;weiblich;2;1;2;4;4;4;2;4;4;2;2;4
737;28;männlich;3;3;3;3;2;3;2;3;3;4;3;3
738;22;männlich;2;1;2;3;4;1;3;4;3;1;2;2
739;24;weiblich;2;2;2;2;3;2;4;1;2;1;2;3
740;25;weiblich;1;1;4;1;2;1;5;1;1;4;4;1
741;21;männlich;4;1;1;4;4;5;3;5;5;1;1;5
742;28;männlich;4;4;5;3;5;3;2;3;4;4;2;4
743;36;männlich;4;4;2;5;3;4;4;5;4;4;3;4
744;36;weiblich;1;1;1;1;5;1;5;1;3;1;1;5
745;29;weiblich;3;3;3;3;3;3;3;3;3;3;3;3
746;25;weiblich;3;1;1;1;3;1;3;1;2;1;1;3
747;26;weiblich;4;1;1;4;4;4;4;4;3;1;5;4
748;20;weiblich;2;2;3;3;2;3;3;4;3;4;4;3
749;24;weiblich;4;3;2;3;3;3;3;3;3;3;3;3
750;46;weiblich;5;5;5;5;1;5;5;5;4;5;5;4
751;24;weiblich;4;1;4;4;3;4;5;4;4;1;3;4
752;24;männlich;3;3;3;3;5;1;5;1;5;1;1;1
753;22;weiblich;3;3;3;2;4;2;2;2;2;1;4;3
754;67;weiblich;4;2;4;2;4;4;4;4;5;1;1;5
755;54;weiblich;3;2;3;3;2;2;2;3;3;2;3;2
756;22;männlich;3;3;3;3;3;3;3;3;3;3;3;3
757;23;weiblich;4;3;3;5;1;4;5;5;5;3;5;3
758;51;weiblich;3;3;3;4;3;4;4;5;5;1;1;4
759;40;weiblich;3;3;2;3;3;4;3;3;3;2;2;4
760;23;männlich;1;3;3;3;3;3;3;3;3;3;5;3
761;26;weiblich;4;3;2;4;3;4;4;4;2;1;1;3
762;29;weiblich;3;3;3;3;2;4;3;3;3;2;2;3
763;37;weiblich;4;3;3;4;2;4;4;4;4;3;3;4
764;21;männlich;4;4;3;3;3;3;2;3;2;3;3;3
765;32;männlich;4;3;3;3;2;3;3;4;3;3;3;3
766;20;weiblich;3;4;3;4;1;2;5;5;2;5;5;3
767;39;weiblich;2;2;2;3;3;4;3;3;3;4;4;4
768;42;weiblich;1;1;1;1;5;1;5;1;5;1;1;1
769;29;weiblich;3;3;4;4;3;3;3;3;3;3;3;4
770;27;weiblich;3;5;5;2;4;2;3;3;3;3;5;2
771;17;weiblich;2;3;1;1;3;4;2;5;3;1;1;2
772;22;weiblich;4;2;2;2;4;4;4;4;4;2;4;4
773;28;weiblich;4;3;3;4;4;5;4;5;4;3;3;5
774;24;weiblich;3;3;4;4;3;4;3;4;4;1;4;5
775;26;männlich;2;1;2;2;5;4;2;5;4;3;5;3
776;23;weiblich;4;4;1;4;3;4;2;2;3;2;2;4
777;33;weiblich;2;1;1;2;5;2;4;2;2;1;1;2
778;28;männlich;3;3;1;3;5;5;3;5;1;3;1;3
779;21;weiblich;5;1;1;3;5;5;1;3;3;1;1;5
780;22;weiblich;5;1;1;5;5;5;1;5;5;4;5;5
781;60;männlich;5;3;5;3;3;3;3;3;3;3;3;3
782;28;männlich;1;1;1;1;5;2;1;1;1;1;4;2
783;20;weiblich;2;3;3;2;4;3;5;4;2;2;3;3
784;22;weiblich;4;3;4;4;3;3;3;4;3;2;2;3
785;51;weiblich;3;3;3;3;3;3;3;3;3;3;3;3
786;20;weiblich;4;2;2;4;3;4;4;4;4;2;4;4
787;21;männlich;3;5;4;3;2;3;3;3;3;4;4;4
788;25;weiblich;4;1;5;3;2;5;2;5;5;4;5;5
789;24;weiblich;2;1;3;1;2;4;3;3;3;1;4;4
790;24;männlich;4;4;4;4;1;4;2;2;3;4;4;4
791;27;männlich;2;4;3;4;2;3;4;3;4;1;2;4
792;19;männlich;4;4;3;5;5;4;4;3;4;3;4;4
793;30;männlich;4;3;3;4;1;4;2;5;3;5;3;4
794;22;männlich;5;5;5;5;1;4;2;4;5;5;5;5
795;22;männlich;3;4;2;3;2;4;2;4;3;4;3;4
796;28;männlich;2;4;3;2;2;4;2;4;4;1;4;4
797;25;männlich;4;4;4;4;2;5;3;5;4;3;4;4
798;30;männlich;4;4;3;3;4;4;1;5;4;2;3;4
799;31;männlich;5;4;4;5;2;4;1;5;2;4;4;5
800;23;männlich;5;5;4;5;2;5;2;5;4;3;3;5
801;26;männlich;2;4;5;5;3;3;2;5;3;4;5;4
802;22;männlich;2;5;2;2;3;5;3;4;3;5;5;5
803;27;männlich;4;2;1;1;3;5;5;5;5;1;5;5
804;25;männlich;2;2;3;3;4;2;3;3;4;2;2;3
805;30;männlich;4;5;4;3;2;5;3;5;4;5;1;4
806;29;männlich;4;4;5;4;4;5;4;4;5;3;3;5
807;24;männlich;4;4;4;4;1;5;4;5;4;4;4;3
808;21;männlich;2;3;2;3;4;3;4;4;2;1;3;4
809;23;männlich;4;2;3;4;4;4;3;4;4;2;2;4
810;32;männlich;2;2;2;4;4;4;5;4;4;3;5;5
811;21;männlich;4;2;2;4;4;3;3;4;4;1;1;5
812;28;männlich;4;3;4;4;2;5;5;5;4;4;4;5
813;26;männlich;4;3;3;4;2;4;4;3;4;3;5;4
814;26;männlich;5;2;1;4;1;5;4;4;4;4;4;5
815;25;männlich;5;3;1;2;2;4;4;4;4;1;3;4
816;24;männlich;4;4;2;4;4;4;2;4;4;2;5;5
817;32;männlich;4;1;1;4;4;3;4;4;4;1;1;4
818;23;männlich;3;2;2;2;5;4;3;4;3;2;1;3
819;23;männlich;2;4;5;4;2;2;3;4;4;4;3;4
820;21;männlich;4;4;4;4;2;4;4;4;4;4;2;4
821;24;männlich;4;4;3;4;2;4;4;5;4;4;4;4
822;26;männlich;4;3;2;4;5;4;3;4;5;2;4;4
823;24;männlich;2;3;2;2;3;2;2;2;2;2;4;4
824;20;männlich;4;4;3;2;4;2;4;3;3;5;4;4
825;27;männlich;4;4;2;5;3;4;1;4;5;1;3;4
826;19;männlich;4;4;1;4;5;4;4;4;4;3;4;5
827;29;männlich;3;2;4;4;1;4;4;4;3;2;2;4
828;27;männlich;4;4;2;3;4;4;2;2;3;2;4;4
829;30;männlich;4;2;1;4;4;5;2;5;3;4;5;5
830;24;männlich;4;3;4;3;4;4;4;4;4;1;2;4
831;33;männlich;3;2;4;4;4;5;4;4;4;4;3;5
832;26;männlich;2;3;3;4;4;4;5;4;4;5;5;5
833;33;männlich;4;4;3;4;3;4;3;4;4;4;4;4
834;19;männlich;5;5;1;5;4;4;2;5;4;5;3;5
835;23;männlich;2;4;1;1;4;2;2;3;3;4;3;3
836;24;männlich;2;4;3;3;4;2;2;4;2;1;5;4
837;28;männlich;4;3;3;5;2;4;4;4;4;4;4;4
838;30;männlich;4;4;2;4;3;4;4;4;4;3;4;5
839;25;männlich;4;2;1;3;2;3;2;4;2;1;4;4
840;19;männlich;4;5;4;5;4;4;2;4;4;4;3;4
841;23;männlich;4;2;2;3;5;3;4;4;4;4;4;4
842;24;männlich;4;5;5;2;4;5;2;3;2;4;4;5
843;30;männlich;5;5;5;4;2;5;4;5;5;4;4;5
844;30;männlich;4;3;2;3;4;5;4;5;4;1;1;5
845;28;männlich;3;2;4;3;5;4;2;2;3;4;4;3
846;27;männlich;2;2;1;3;3;2;3;4;3;3;2;4
